GET http://localhost:8090/ name=http://localhost:8090/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=11230 notes=4 sig=0x4e76dcd1
GET http://localhost:8090/wavsep/ name=wavsep type=dir linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1504 notes=2 sig=0x28db81ff
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=use name=use type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=593 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=values name=values type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=590 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=where name=where type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=595 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case18-InjectionInCalc-NumericWithoutQuotes-BooleanExploit-With200Errors.jsp DATA:minBalanace=with name=with type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=590 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp name=Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=648 notes=2 sig=0x115383f7
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=1 name=msgid type=param linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=376 notes=2 sig=0xa352d95a
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=AND name=AND type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=589 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=BY name=BY type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=588 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=Case name=Case type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=change name=change type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=check name=check type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=591 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=column name=column type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=for name=for type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=589 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=in name=in type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=588 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=index name=index type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=591 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=into name=into type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=590 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=is name=is type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=588 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=Match name=Match type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=numeric name=numeric type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=593 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=option name=option type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=ORDER name=ORDER type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=591 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=replace name=replace type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=right name=right type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=Select name=Select type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=SET name=SET type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=589 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=Specific name=Specific type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=594 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=SQL name=SQL type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=589 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=SQL-Injection name=SQL-Injection type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=599 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=TABLE name=TABLE type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=591 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=to name=to type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=588 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=update name=update type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=592 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=use name=use type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=589 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=values name=values type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=where name=where type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=591 notes=2 sig=0x429119f2
POST http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/Case19-InjectionInUpdate-NumericWithoutQuotes-CommandInjection-With200Errors.jsp DATA:msgid=with name=with type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=586 notes=2 sig=0x429119f2
GET http://localhost:8090/wavsep/active/SQL-Injection/SInjection-Detection-Evaluation-POST-200Error/index.jsp name=index.jsp type=file linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=19749 notes=0 sig=0xfff7ffff
